Date,Close_ITUB4,Volume_ITUB4,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2023-09-05,20.906753540039062,22719730,4.9705,86.69000244140625,117331.0,55.72749710083008
2023-09-06,20.70536231994629,21139580,4.9762,87.54000091552734,115985.0,55.64838790893555
2023-09-08,20.736343383789062,24982650,4.9835,87.51000213623047,115313.0,53.81131362915039
2023-09-11,21.26307487487793,30384860,4.9366,87.29000091552734,116883.0,55.62201690673828
2023-09-12,21.387014389038086,18129760,4.9505,88.83999633789062,117968.0,55.542903900146484
2023-09-13,21.49545669555664,25432220,4.9171,88.5199966430664,118176.0,55.472591400146484
2023-09-14,21.410255432128906,33269610,4.8751,90.16000366210938,119392.0,58.03921890258789
2023-09-15,21.36377716064453,39545330,4.8689,90.7699966430664,118758.0,57.88099670410156
2023-09-18,21.30955696105957,15762780,4.8535,91.4800033569336,118288.0,57.37118911743164
2023-09-19,21.24642562866211,20849290,4.8575,91.19999694824219,117846.0,57.4942512512207
2023-09-20,21.60626983642578,27055710,4.8487,90.27999877929688,118695.0,57.59093475341797
2023-09-21,21.113441467285156,24646490,4.9229,89.62999725341797,116145.0,56.02635192871094
2023-09-22,21.05868911743164,17999080,4.9131,90.02999877929688,116009.0,56.31641387939453
2023-09-25,21.121267318725586,15595800,4.9606,89.68000030517578,115925.0,55.43743133544922
2023-09-26,20.80835723876953,26669720,4.9717,90.38999938964844,114193.0,54.50570297241211
2023-09-27,20.769243240356445,25293510,5.0289,93.68000030517578,114327.0,54.77819061279297
2023-09-28,21.316831588745117,31518190,5.0475,91.70999908447266,115731.0,56.07029724121094
2023-09-29,21.285539627075195,19387720,5.0076,90.79000091552734,116565.0,55.93844985961914
2023-10-02,21.08800506591797,13873200,5.0679,88.81999969482422,115057.0,55.112205505371094
2023-10-03,20.821861267089844,23494130,5.11,89.2300033569336,113419.0,53.96073532104492
2023-10-04,21.299354553222656,26187480,5.1526,84.22000122070312,113607.0,53.16086196899414
2023-10-05,21.635948181152344,31498940,5.1713,82.30999755859375,113284.0,53.53003692626953
2023-10-06,21.8394718170166,48554660,5.1918,82.79000091552734,114170.0,54.496917724609375
2023-10-09,21.651609420776367,16062750,5.1666,86.37999725341797,115156.0,53.872840881347656
2023-10-10,21.62812614440918,27037670,5.0862,85.97000122070312,116737.0,54.9539909362793
2023-10-11,21.902095794677734,17470640,5.0496,83.48999786376953,117051.0,55.340736389160156
2023-10-13,21.675085067749023,24503050,5.0625,87.69000244140625,115754.0,54.8309326171875
2023-10-16,21.706398010253906,12585430,5.0618,86.66000366210938,116534.0,56.3779411315918
2023-10-17,21.38546371459961,29497930,5.0384,86.66000366210938,115908.0,56.580108642578125
2023-10-18,20.939273834228516,61449300,5.0568,88.31999969482422,114060.0,54.8660888671875
2023-10-19,21.18194007873535,25481280,5.054,89.37000274658203,114004.0,54.40902328491211
2023-10-20,21.103654861450195,26230930,5.0528,88.75,113155.0,53.23118591308594
2023-10-23,21.12714385986328,17657970,5.0164,85.48999786376953,112785.0,53.05538558959961
2023-10-24,21.12714385986328,17435110,5.0065,83.73999786376953,113762.0,54.8660888671875
2023-10-25,21.166284561157227,28121610,4.9981,85.38999938964844,112830.0,55.472591400146484
2023-10-26,21.69074821472168,31643260,5.0055,83.20999908447266,114777.0,55.45500946044922
2023-10-27,21.369800567626953,33193600,4.948,85.54000091552734,113301.0,56.03513717651367
2023-10-30,21.19759178161621,16621220,5.0074,82.30999755859375,112532.0,56.4394645690918
2023-10-31,20.99407386779785,27932080,5.0575,81.0199966430664,113144.0,56.553733825683594
2023-11-01,21.289878845214844,28838700,5.0194,80.44000244140625,115053.0,57.20418930053711
2023-11-03,21.877351760864258,38849250,4.891,80.51000213623047,118160.0,58.27654266357422
2023-11-06,22.08100700378418,19825740,4.8999,80.81999969482422,118487.0,58.610557556152344
2023-11-07,22.699806213378906,66851730,4.867,77.37000274658203,119268.0,56.87016677856445
2023-11-08,22.801637649536133,26066920,4.8855,75.33000183105469,119099.0,56.77347946166992
2023-11-09,22.903465270996094,28414320,4.9007,75.73999786376953,119012.0,56.65921401977539
2023-11-10,23.177616119384766,26948900,4.9219,77.16999816894531,120636.0,57.53819274902344
2023-11-13,23.020959854125977,16518150,4.9247,78.26000213623047,120376.0,57.6436767578125
2023-11-14,23.36560821533203,46009150,4.8682,78.26000213623047,123328.0,59.60380935668945
2023-11-16,23.741588592529297,45361470,4.8575,72.9000015258789,124576.0,59.463165283203125
2023-11-17,23.851247787475586,27072210,4.8849,75.88999938964844,125062.0,59.93782424926758
2023-11-20,24.08623695373535,25736040,4.8723,77.5999984741211,126095.0,60.851966857910156
2023-11-21,24.04707145690918,18258020,4.8806,77.7699966430664,125607.0,61.73973846435547
2023-11-22,24.195899963378906,42893950,4.8968,77.0999984741211,126035.0,61.396934509277344
2023-11-24,24.031404495239258,22539880,4.8927,75.54000091552734,125542.0,61.28266525268555
2023-11-27,23.9687442779541,19876340,4.8951,74.86000061035156,125683.0,60.67616271972656
2023-11-28,24.2037296295166,22699710,4.8867,76.41000366210938,126538.0,61.02775573730469
2023-11-29,24.368223190307617,24806980,4.8933,77.86000061035156,126101.0,60.535526275634766
2023-11-30,24.744203567504883,47406480,4.9355,75.95999908447266,127331.0,60.72889709472656
2023-12-01,24.6875,33572440,4.9191,74.06999969482422,128103.0,62.54840087890625
2023-12-04,24.71885108947754,14284490,4.9091,73.04000091552734,126803.0,60.693748474121094
2023-12-05,24.922622680664062,28568210,4.9522,72.31999969482422,126903.0,60.20151138305664
2023-12-06,24.70317268371582,25616910,4.9031,69.37999725341797,125623.0,60.64100646972656
2023-12-07,24.977468490600586,22120340,4.8949,69.33999633789062,126010.0,61.915531158447266
2023-12-08,25.293439865112305,20371230,4.9158,71.2300033569336,127094.0,61.67820358276367
2023-12-11,25.119653701782227,21355840,4.944,71.31999969482422,126916.0,60.781646728515625
2023-12-12,24.99326515197754,16335220,4.9476,68.61000061035156,126403.0,61.03654861450195
2023-12-13,25.751596450805664,51948930,4.958,69.47000122070312,129465.0,61.933109283447266
2023-12-14,25.964881896972656,46830410,4.8912,71.58000183105469,130842.0,63.44496154785156
2023-12-15,25.854290008544922,30761830,4.9397,71.43000030517578,130197.0,63.68228530883789
2023-12-18,25.98067283630371,30603870,4.9399,72.47000122070312,131084.0,64.01630401611328
2023-12-19,25.99647331237793,26301220,4.8663,73.44000244140625,131851.0,64.86012268066406
2023-12-20,25.727895736694336,25073290,4.8766,74.22000122070312,130804.0,63.69107437133789
2023-12-21,25.90167999267578,23994300,4.8755,73.88999938964844,132182.0,65.0447006225586
2023-12-22,26.31244468688965,35915550,4.8619,73.55999755859375,132753.0,64.8952865600586
2023-12-26,26.581018447875977,25448940,4.8368,75.56999969482422,133533.0,65.20292663574219
2023-12-27,26.762699127197266,19994150,4.8306,74.11000061035156,134194.0,65.72151947021484
2023-12-28,26.83379554748535,13810830,4.8413,71.7699966430664,134185.0,65.51936340332031
2024-01-02,26.492090225219727,20843020,4.8916,70.37999725341797,132697.0,65.27324676513672
2024-01-03,26.199668884277344,20383990,4.9212,72.69999694824219,132834.0,64.649169921875
2024-01-04,26.025794982910156,29243720,4.9188,72.19000244140625,131226.0,64.20088958740234
2024-01-05,26.634353637695312,30499040,4.8899,73.80999755859375,132023.0,63.84928894042969
